,artist,song,lyrics
70,The Beatles,Don't Pass Me By,"I listen for your footsteps  
Coming up the drive.  
Listen for your footsteps  
But they don't arrive.  
Waiting for your knock, dear  
On my old front door.  
I don't hear it,  
Does it mean you don't love me anymore?  
  
I hear the clock a'ticking,  
On the mantel shelf.  
See the hands a'moving,  
But I'm by myself.  
I wonder where you are tonight,  
And why I'm by myself.  
I don't see you,  
Does it mean you don't love me anymore?  
  
Don't pass me by, don't make me cry, don't make me blue.  
'Cause you know darling, I love only you.  
You'll never know it hurt me so,  
I hate to see you go.  
Don't pass me by, don't make me cry.  
  
I'm sorry that I doubted you,  
I was so unfair.  
You were in a car crash,  
And you lost your hair.  
You said that you would be late  
About an hour or two.  
I said, ""That's alright, I'm waiting here,  
Just waiting to hear from you"".  
  
Don't pass me by, don't make me cry, don't make me blue.  
'Cause you know darling, I love only you.  
You'll never know it hurt me so,  
I hate to see you go.  
Don't pass me by, don't make me cry.  
  
Don't pass me by, don't make me cry, don't make me blue.  
'Cause you know darling, I love only you.  
You'll never know it hurt me so,  
I hate to see you go.  
Don't pass me by, don't make me cry.

"
71,The Beatles,Drive My Car,"Asked a girl what she wanted to be  
She said baby, can't you see  
I want to be famous, a star on the screen  
But you can do something in between  
Baby you can drive my car  
Yes I'm gonna be a star  
Baby you can drive my car  
And maybe I'll love you  
  
I told a girl that my prospects were good  
And she said baby, it's understood  
Working for peanuts is all very fine  
But I can show you a better time  
  
Baby you can drive my car  
Yes I'm gonna be a star  
Baby you can drive my car  
And maybe I'll love you  
  
Beep beep'm beep beep yeah  
  
Baby you can drive my car  
Yes I'm gonna be a star  
Baby you can drive my car  
And maybe I'll love you  
  
I told a girl I can start right away  
And she said listen babe I got something to say  
I got no car and it's breaking my heart  
But I've found a driver and that's a start  
  
Baby you can drive my car  
Yes I'm gonna be a star  
Baby you can drive my car  
And maybe I'll love you  
  
Beep beep'm beep beep yeah  
Beep beep'm beep beep yeah  
Beep beep'm beep beep yeah  
Beep beep'm beep beep yeah

"
72,The Beatles,Eight Days A Week,"Oh, I need your love, babe  
Guess you know it's true  
Hope you need my love babe  
Just like I need you  
  
Hold me, love me, hold me, love me  
I ain't got nothing but love, babe  
Eight days a week  
  
Love you every day, girl  
Always on my mind  
One thing I can say, girl  
Love you all the time  
  
Hold me, love me, hold me, love me  
I ain't got nothing but love, girl  
Eight days a week  
  
Eight days a week  
I love you  
Eight days a week  
Is not enough to show I care  
  
Ooh I need your love, babe  
Guess you know it's true  
Hope you need my love babe  
Just like I need you  
  
Hold me, love me, hold me, love me  
I ain't got nothing but love, babe  
Eight days a week  
  
Eight days a week  
I love you  
Eight days a week  
is not enough to show I care  
  
Love you every day, girl  
Always on my mind  
One thing I can say girl  
Love you all the time  
  
Hold me, love me, hold me, love me  
I ain't got nothing but love, babe  
Eight days a week  
Eight days a week  
Eight days a week

"
73,The Beatles,Eleanor Rigby,"Ah look at all the lonely people  
Ah look at all the lonely people  
  
Eleanor Rigby, picks up the rice  
In the church where a wedding has been  
Lives in a dream  
Waits at the window, wearing the face  
That she keeps in a jar by the door  
Who is it for  
  
All the lonely people  
Where do they all come from?  
All the lonely people  
Where do they all belong?  
  
Father McKenzie, writing the words  
Of a sermon that no one will hear  
No one comes near  
Look at him working, darning his socks  
In the night when there's nobody there  
What does he care  
  
All the lonely people  
Where do they all come from?  
All the lonely people  
Where do they all belong?  
  
Ah look at all the lonely people  
Ah look at all the lonely people  
  
Eleanor Rigby, died in the church  
And was buried along with her name  
Nobody came  
Father McKenzie, wiping the dirt  
From his hands as he walks from the grave  
No one was saved  
  
All the lonely people  
Where do they all come from?  
All the lonely people  
Where do they all belong?

"
74,The Beatles,Every Little Thing,"When I'm walking beside her  
People tell me I'm lucky.  
Yes, I know I'm a lucky guy.  
I remember the first time  
I was lonely without her.  
Can't stop thinking about her now.  
  
Every little thing she does,  
She does for me, yeah.  
And you know the things she does,  
She does for me, oooh.  
When I'm with her I'm happy  
Just to know that she loves me.  
Yes, I know that she loves me now.  
  
There is one thing I'm sure of,  
I will love her forever.  
For I know love will never die.  
  
Every little thing she does,  
She does for me, yeah.  
And you know the things she does,  
She does for me, ooh.  
Every little thing she does,  
She does for me, yeah.  
  
And you know the things she does,  
She does for me, ooh.  
Every little thing.  
Every little thing.  
Every little

"
75,The Beatles,Everybody's Got Something To Hide Except Me And My Monkey,"Come on come on, come on come on  
Come on its such a joy  
Come on its such a joy  
Come on let's take it easy  
Come on let's take it easy  
Take it easy take it easy  
Everybody's got something to hide except for me and  
My monkey  
  
The deeper you go, the higher you fly  
The higher you fly, the deeper you go  
So come on come on  
Come on its such a joy  
Come on its such a joy  
Come on let's make it easy  
Come on let's make it easy  
  
Take it easy, take it easy  
Everybody's got something to hide except for me and  
My monkey  
  
Your inside is out when your outside is in  
Your outside is in when your inside is out  
So come on come on  
Come on its such a joy  
Come on its such a joy  
Come on let's make it easy  
Come on let's make it easy  
Make it easy, make it easy  
Everybody's got something to hide except for me and  
My monkey

"
76,The Beatles,Everybody's Trying To Be My Baby,"Well they took some honey from a tree  
Dressed it up and they called it me  
  
Everybody's trying to be my baby  
Everybody's trying to be my baby  
Everybody's trying to be my baby, now  
  
Well half past nine, half past four  
Fifty women knocking on my door  
  
Everybody's trying to be my baby  
Everybody's trying to be my baby  
Everybody's trying to be my baby, now  
  
Went out last night, I didn't stay late  
'Fore I got home I had nineteen dates  
  
Everybody's trying to be my baby  
Everybody's trying to be my baby  
Everybody's trying to be my baby, now  
  
Went out last night, I didn't stay late  
'Fore I got home I had nineteen dates  
  
Well they took some honey from a tree  
Dressed it up and they called it me  
  
Everybody's trying to be my baby  
Everybody's trying to be my baby  
Everybody's trying to be my baby, no

"
77,The Beatles,Fixing A Hole,"I'm fixing a hole where the rain gets in  
And stops my mind from wandering  
Where it will go  
  
I'm filling the cracks that ran through the door  
And kept my mind from wandering  
Where it will go  
  
And it really doesn't matter if I'm wrong I'm right  
Where I belong I'm right  
Where I belong.  
  
See the people standing there who disagree and never win  
And wonder why they don't get in my door  
I'm painting my room in the colourful way  
  
And when my mind is wandering  
There I will go  
And it really doesn't matter if I'm wrong I'm right  
Where I belong I'm right  
Where I belong.  
  
Silly people run around they worry me  
And never ask me why they don't get past my door  
I'm taking the time for a number of things  
That weren't important yesterday  
And I still go  
  
I'm fixing a hole where the rain gets in  
And stops my mind from wandering  
Where it will go

"
78,The Beatles,Follow The Sun,"One day, you'll look  
To see I've gone.  
But tomorrow may rain, so I'll follow the sun.  
Someday, you'll know  
I was the one.  
But tomorrow may rain, so I'll follow the sun.  
  
And now the time has come,  
And so, my love, I must go.  
And though I loose a friend,  
In the end you will know.  
  
One day, you'll find  
That I have gone.  
But tomorrow may rain, so I'll follow the sun.  
  
But tomorrow may rain, so I'll follow the sun.  
And now the time has come,  
And so, my love, I must go.  
And though I loose a friend,  
In the end you will know.  
  
One day, you'll find  
That I have gone.  
But tomorrow may rain, so I'll follow the sun.

"
79,The Beatles,For You Blue,"Because you're sweet and lovely, girl, I love you  
Because you're sweet and lovely, girl, it's true  
I love you more than ever, girl, I do  
I want you in the morning, girl, I love you  
I want you at the moment I feel blue  
I'm living every moment, girl, for you  
  
(Walk, walk cat, walk)  
(Go, Johnny, go)  
(Same old tale of blues)  
(Elmore James got nothing on this, baby)  
  
I've loved you from the moment, I saw you  
You looked at me that's all you had to do  
I feel it now, I hope you feel it too  
Because you're sweet and lovely, girl, I love you  
Because you're sweet and lovely, girl, it's true  
I love you more than ever, girl, I do

"
80,The Beatles,Free As A Bird,"Free as a bird  
It's the next best thing to be  
Free as a bird  
  
La, la, la, la  
Home and dry  
Like a homin' bird I fly  
As a bird on wings  
  
Whatever happened to the life that we once knew  
Can we really live without each other?  
Where did we lose the touch  
That seemed to mean so much  
It's always made me feel so  
  
Free as a bird  
It's the next best thing to be  
Free as a bird  
  
La, la, la, la  
Home and dry  
Like a homin' bird I fly  
As a bird on wings  
  
Whatever happened to  
The life that we once knew?  
Always made me feel so free  
  
Free as a bird  
It's the next best thing to be  
Free as a bird  
  
Free as a bird  
Free as a bird  
Free as a bird, oh, oh, oh

"
81,The Beatles,From Me To You,"Da da da, da da dumb dumb da  
Da da da, da da dumb dumb da  
If there's anything that you want  
If there's anything I can do  
Just call on me and I'll send it along  
With love, from me to you  
  
I've got everything that you want  
Like a heart that's oh so true  
Just call on me and I'll send it along  
With love, from me to you  
  
I've got arms that long to hold you  
And keep you by my side  
I've got lips that long to kiss you  
And keep you satisfied (oh)  
  
If there's anything that you want  
If there's anything I can do  
Just call on me and I'll send it along  
With love, from me to you  
  
From me  
To you  
Just call on me and I'll send it along  
With love, from me to you  
  
I've got arms that long to hold you  
And keep you by my side  
I've got lips that long to kiss you  
And keep you satisfied (oh)  
  
If there's anything that you want  
If there's anything I can do  
Just call on me and I'll send it along  
With love, from me to you  
To you  
To you  
To you

"
82,The Beatles,Getting Better,"It's getting better all the time  
I used to get mad at my school  
The teacher's that taught me weren't cool  
You're holding me down  
Filling me up with your rules  
  
I've got to admit it's getting better  
A little better all the time  
I have to admit it's getting better  
It's getting better since you've been mine  
  
Me used to be angry young man  
Me hiding me head in the sand  
You gave me the word  
I finally heard  
I'm doing the best that I can  
I've got to admit it's getting better  
  
I used to be cruel to my woman  
I beat her and kept apart from the things that she loved  
Man I was mean but I'm changing my scene  
And I'm doing the best that I can  
  
I admit it's getting better  
A little better all the time  
Yes I admit it's getting better  
It's getting better since you've been mine...

"
83,The Beatles,Girl,"Is there anybody going to listen to my story  
All about the girl who came to stay?  
She's the kind of girl  
You want so much it make you sorry  
Still you don't regret a single day  
Ah, girl, girl, girl  
  
When I think of all the times  
I tried so hard to leave her  
She will turn to me and start to cry  
And she promises the earth to me  
And I believe her  
After all this time I don't know why  
Ah, girl, girl, girl  
  
She's the kind of girl who puts you down  
When friends are there  
You feel a fool  
When you say she's looking good  
She acts as if it's understood  
She's cool, ooh, oo, oo, oo  
Girl, girl, girl  
  
Was she told when she was young  
That pain would lead to pleasure  
Did she understand it when they said  
That a man must break his back  
To earn his day of leisure?  
Will she still believe it when he's dead  
Ah, girl, girl, girl  
Girl

"
84,The Beatles,Glad All Over,"Ain't no doubt about it  
This must be love  
One little kiss from you  
And I feel glad all over  
Oo baby, hot dang gilly  
It's silly  
But I'm glad all over  
  
Yeah the goosepimples baby  
'Cause I feel so good  
When you call me like you do  
And I feel glad all over  
Oo mercy, I'm rock gone puppy  
And I'm happy  
And I'm glad all over  
  
Your touch sewed me  
Like an electric wire  
Never thought of make love  
It don't take much looking  
To see what I've got  
But it shows, yes it shows  
Come on honey Bonnie  
Give me one more time  
Every time you do  
Well I feel glad all over  
Ooo baby, hot dang gilly  
It's silly  
But I'm glad all over  
Yeah!  
  
Tried to tell you  
How I'm cooking inside  
When we're cheek to cheek  
My temperature is low  
Fever is high  
I can't speak  
I'm too weak  
  
Well come on honey Bonnie  
Give me one more time  
Every time you do  
Well I feel glad all over  
Ooo baby, hot dang gilly  
It's silly  
But I'm glad all over  
Hot dang gilly  
It's silly  
But I'm glad all over  
Well, hot dang gilly  
It's silly  
But I'm glad all over.

"
85,The Beatles,Glass Onion,"I told you about strawberry fields  
You know the place where nothing is real  
Well here's another place you can go  
Where everything flows.  
  
Looking through the bent-backed tulips  
To see how the other half live  
Looking through a glass onion.  
  
I told you about the walrus and me, man  
You know we're as close as can be, man  
Well here's another clue for you all  
The walrus was Paul.  
  
Standing on the cast iron shore, yeah  
Lady Madonna trying to make ends meet, yeah  
Looking through the glass onion  
  
Oh yeah, oh yeah, oh yeah  
Looking through the glass onion.  
  
I told you about the fool on the hill  
I tell you man he's living there still  
Well here's another place you can be  
Listen to me.  
  
Fixing a hole in the ocean  
Trying to make a dove-tail joint, yeah  
Looking through a glass onion.

"
86,The Beatles,Golden Slumbers,"Once there was a way,  
To get back homeward.  
  
Once there was a way  
To get back home.  
  
Sleep, pretty darling,  
Dot not cry  
And I will sing a lullaby.  
  
Golden slumbers,  
Fill your eyes  
Smiles await you when you rise  
Sleep pretty darling  
Do not cry  
And I will sing a lullaby.  
  
Once there was a way  
To get back homeward  
  
Once there was a way  
To get back home  
  
Sleep, pretty darling  
Do not cry  
And I will sing a lullaby.

"
87,The Beatles,Good Day Sunshine,"Good day sunshine,  
Good day sunshine,  
Good day sunshine.  
I need to laugh, and when the sun is out  
I've got something I can laugh about,  
I feel good, in a special way.  
I'm in love and it's a sunny day.  
  
Good day sunshine,  
Good day sunshine,  
Good day sunshine.  
We take a walk, the sun is shining down,  
Burns my feet as they touch the ground.  
  
Good day sunshine,  
Good day sunshine,  
Good day sunshine.  
And then we lie, beneath a shady tree,  
I love her and she's loving me.  
She feels good, she knows she's looking fine.  
I'm so proud to know that she is mine.  
  
Good day sunshine,  
Good day sunshine,  
Good day sunshine.  
Good day sunshine,  
Good day sunshine,  
Good day sunshine,  
Good day sunshine.

"
88,The Beatles,"Good Morning, Good Morning","Good morning, good morning  
Nothing to do to save his life call his wife in  
Nothing to say but what a day how's your boy been  
Nothing to do it's up to you  
I've got nothing to say but it's ok  
Good morning, good morning  
  
Going to work don't want to go feeling low down  
Heading for home you start to roam then you're in town  
Everybody knows there's nothing doing  
Everything is closed it's like a ruin  
Everyone you see is half asleep.  
And you're on your own you're in the street.  
  
After a while you start to smile now you feel cool  
Then you decide to take a walk by the old school.  
Nothing had changed it's still the same  
I've got nothing to say but it's ok  
Good morning, good morning  
  
People running round it's five o'clock  
Everywhere in town is getting dark  
Everyone you see is full of life.  
It's time for tea and meet the wife  
Somebody needs to know the time, glad that I'm here.  
  
Watching the skirts you start to flirt now you're in gear.  
Go to show you hope she goes.  
I've got nothing to say but it's ok.  
Good morning, good morning

"
89,The Beatles,Good Night,"Now it's time to say good night  
Good night sleep tight  
Now the sun turns out his light  
Good night sleep tight  
Dream sweet dreams for me  
Dream sweet dreams for you.  
  
Close your eyes and I'll close mine  
Good night sleep tight  
Now the moon begins to shine  
Good night sleep tight  
Dream sweet dreams for me  
Dream sweet dreams for you.  
  
Close your eyes and I'll close mine  
Good night sleep tight  
Now the sun turns out his light  
Good night sleep tight  
Dream sweet dreams for me  
Dream sweet dreams for you.  
  
Good night good night everybody  
Evberybody everywhere  
Good night.

"
90,The Beatles,Got To Get It Into My Life,"I was alone, I took a ride  
I didn't know what I would find there  
Another road where maybe I  
Could see another kind of mind there  
  
Ooh then I suddenly see you  
Ooh did I tell you I need you  
Every single day of my life  
  
You didn't run, you didn't lie  
You knew I wanted just to hold you  
And had you gone, you knew in time  
Wed meet again for I had told you  
  
Ooh you were meant to be near me  
Ooh and I want you to hear me  
Say well be together every day  
Got to get you into my life  
  
What can I do, what can I be  
When I'm with you I want to stay there  
If I'm true I'll never leave  
And if I do I know the way there  
  
Ooh then I suddenly see you  
Ooh did I tell you I need you  
Every single day of my life  
Got to get you into my life  
I've got to get you into my life  
  
I was alone, I took a ride  
I didn't know what I would find there  
Another road where maybe I  
Could see another kind of mind there  
  
And suddenly I see you  
Did I tell you I need you  
Every single day...

"
91,The Beatles,"Hallelujah, I Love Her So","Let me tell you about a girl I know  
She's my baby and I love her so  
Every morning when the sun comes up  
She brings me coffee in my favorite cup  
That's why I know, yes I know  
Hallelujah I just love her so  
  
When I call her on the telephone  
She says: baby, I'm all alone  
By the time I count from one to four  
She'll be knocking on my door  
  
In the evening when the sun goes down  
And there ain't nobody else around  
She kisses me and she holds me tight  
She says: baby everything is alright  
That's why I know, that's why I know  
Hallelujah I just love her so  
Hallelujah I just love her so  
Hallelujah I just love that chick so

"
92,The Beatles,Happiness Is A Warm Gun,"She's not a girl who misses much  
Do do do do do do, oh yeah  
  
She's well acquainted with the touch of the velvet hand like a lizard on a
window pane.  
  
The man in the crowd with the multi-colored mirrors on his hobnail boots.  
  
Lying with his eyes while his hands are busy working overtime.  
  
A soap impression of his wife which he ate and donated to the National Trust.  
  
I need a fix 'cause I'm going down  
Down to the bits that I left uptown  
I need a fix 'cause I'm going down  
  
Mother Superior jump the gun  
Mother Superior jump the gun  
Mother Superior jump the gun  
Mother Superior jump the gun  
  
Happiness is a warm gun (bang bang shoot shoot)  
Happiness is a warm gun, mama (bang bang shoot shoot)  
When I hold you in my arms (oh, yeah)  
And I feel my finger on your trigger (oh, yeah)  
I know nobody can do me no harm (oh, yeah)  
Because, (happiness) is a warm gun, mama (bang bang shoot shoot)  
Happiness is a warm gun, yes it is (bang bang shoot shoot)  
  
Happiness is a warm, yes it is, gun  
Happiness (bang bang shoot shoot)  
  
Well don't you know that happiness (happiness) is a warm gun, (is a warm gun,
yeah).

"
93,The Beatles,"Hello, Little Girl","Hello little girl  
Hello little girl  
Hello little girl  
  
When I see you everyday  
I say, ""Mm mm hello little girl""  
When you're passing on your way  
I say, ""Mm mm hello little girl""  
When I see you passing by  
I cry, ""Mm mm hello little girl""  
When I try to catch your eye  
I cry, ""Mm mm hello little girl""  
  
I send you flowers but you don't care  
You never seem to see me standing there  
I often wonder what you're thinking of  
I hope it's me and love love love  
  
So I hope there'll come a day  
When you'll say, ""Mm you're my little girl""  
  
It's not the first time that it's happened to me,  
It's been a long lonely time  
And it's funny funny to see that I'm about to lose my mind mind mind  
  
So I hope there'll come a day  
When you say, ""Mm mm  
You're my little girl, mm mm mm  
You're my little girl, mm mm mm""  
You're my little girl, oh yeah  
You're my little girl  
  
Do do do do do

"
94,The Beatles,Here Comes The Sun,"Here comes the sun (doo doo doo doo)  
Here comes the sun, and I say  
It's all right  
  
Little darling, it's been a long cold lonely winter  
Little darling, it feels like years since it's been here  
Here comes the sun  
Here comes the sun, and I say  
It's all right  
  
Little darling, the smiles returning to the faces  
Little darling, it seems like years since it's been here  
Here comes the sun  
Here comes the sun, and I say  
It's all right  
  
Sun, sun, sun, here it comes  
Sun, sun, sun, here it comes  
Sun, sun, sun, here it comes  
Sun, sun, sun, here it comes  
Sun, sun, sun, here it comes  
  
Little darling, I feel that ice is slowly melting  
Little darling, it seems like years since it's been clear  
Here comes the sun  
Here comes the sun, and I say  
It's all right  
  
Here comes the sun  
Here comes the sun, and I say  
It's all right  
It's all right

"
95,The Beatles,Hey Bulldog,"Sheepdog, standing in the rain  
Bullfrog, doing it again  
Some kind of happiness is  
Measured out in miles  
What makes you think you're  
Something special when you smile  
  
Childlike no one understands  
Jackknife in your sweaty hands  
Some kind of innocence is  
Measured out in years  
You don't know what it's like  
To listen to your fears  
  
You can talk to me  
You can talk to me  
You can talk to me  
If you're lonely, you can talk to me  
  
Big man (yeah) walking in the park  
Wigwam frightened of the dark  
Some kind of solitude is  
Measured out in you  
You think you know me, but you haven't got a clue  
  
You can talk to me  
You can talk to me  
You can talk to me  
If you're lonely, you can talk to me  
  
Hey Hey  
  
Roar  
  
Hey, Bulldog (Hey Bulldog)  
  
Woof  
  
Hey, Bulldog  
Hey, Bulldog  
Hey, Bulldog  
  
Hey man  
  
Whats up brother?  
  
Roof  
  
What do ya say  
  
I say, ""roof""  
  
You know any more?  
  
Ah ah (You got it, that's it, you had it!)  
That's it man, Wo ho, That's it, you got it!  
  
Woah  
  
Look at me man, I only had ten children  
  
Ah ah ah ah ah ah ha ha ha ha  
Quiet! Quiet! (OK)  
Quiet!  
Hey, Bulldog, Hey Bulldog

"
96,The Beatles,Hey Jude,"Hey Jude, don't make it bad  
Take a sad song and make it better  
Remember to let her into your heart  
Then you can start to make it better  
  
Hey Jude, don't be afraid  
You were made to go out and get her  
The minute you let her under your skin  
Then you begin to make it better  
  
And anytime you feel the pain, hey Jude, refrain  
Don't carry the world upon your shoulders  
For well you know that it's a fool who plays it cool  
By making his world a little colder  
Nah nah nah nah nah nah nah nah nah  
  
Hey Jude, don't let me down  
You have found her, now go and get her  
Remember to let her into your heart  
Then you can start to make it better  
  
So let it out and let it in, hey Jude, begin  
You're waiting for someone to perform with  
And don't you know that it's just you, hey Jude, you'll do  
The movement you need is on your shoulder  
Nah nah nah nah nah nah nah nah nah yeah  
  
Hey Jude, don't make it bad  
Take a sad song and make it better  
Remember to let her under your skin  
Then you'll begin to make it  
Better better better better better better, oh  
  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude  
Nah nah nah nah nah nah, nah nah nah, hey Jude

"
97,The Beatles,Hold Me Tight,"It feels so right now, hold me tight,  
Tell me I'm the only one,  
And then I might,  
Never be the lonely one.  
So hold me tight, to-night, to-night,  
It's you, you you you, oh, oh, oh, oh.  
  
Hold me tight,  
Let me go on loving you,  
To-night to-night,  
Making love to only you,  
So hold me tight, to-night, to-night,  
It's you, you you you, oh, oh, oh, oh.  
  
Don't know what it means to hold you tight,  
Being here alone tonight with you,  
It feels so right now.  
  
Hold me tight,  
Tell me I'm the only one,  
And then I might,  
Never be the lonely one,  
So hold me tight, to-night, to-night,  
It's you, you you you, oh, oh, oh, oh.  
  
Don't know what it means to hold you tight,  
Being here alone tonight with you,  
It feels so right now.  
  
Hold me tight,  
Let me go on loving you,  
To-night, to-night,  
Making love to only you,  
So hold me tight, to-night, to-night,  
It's you, you you you, oh, oh, oh, oh.  
You oh oh

"
98,The Beatles,"Honey, Don't","Well, how come you say you will when you won't?  
Say you do, baby when you don't  
Let me know, honey, how you fell  
Tell the truth now, is love real?  
So, aw, aw  
  
Well, honey don't  
Well, honey don't  
Honey don't  
Honey don't  
Honey don't  
I say you will when you won't  
Aw, aw, honey don't  
  
Well, I love you, baby, and you ought to know  
I like the way that you wear your clothes  
Everything about you is so doggone sweet  
You got that sand all over your feet  
So, aw, aw  
  
Well, honey don't  
Honey don't  
Honey don't  
Honey don't  
Honey don't  
I say you will when you won't  
Aw, aw, honey don't  
  
I feel fine  
Ooo, oo, I say  
Well Sometimes I love you on a Saturday night  
Sunday morning you don't look right  
You been out painting the town  
Uh huh, baby you been slipping around  
So, aw, aw  
  
Well, honey don't  
I say, honey don't  
Honey don't  
Honey don't  
Honey don't  
I say you will when you won't  
Aw, aw, honey don't  
Well, honey don't  
Well, honey don't  
A little, little, honey don't  
I say, you will when you won't  
Aw, aw, honey don't

"
99,The Beatles,Honey Pie,"She was a working girl  
North of England way  
Now she's hit the big time  
In the U.S.A.  
And if she could only hear me  
This is what I'd say.  
  
Honey pie, you are making me crazy  
I'm in love but I'm lazy  
So won't you please come home.  
  
Oh honey pie, my position is tragic  
Come and show me the magic  
Of your Hollywood song.  
  
You became a legend of the silver screen  
And now the thought of meeting you  
Makes me weak in the knee.  
  
Oh honey pie, you are driving me frantic  
Sail across the Atlantic  
To be where you belong.  
  
Will the wind that blew her boat  
Across the sea  
Kindly send her sailing back to me.  
  
Honey pie, you are making me crazy  
I'm in love but I'm lazy  
So won't you please come home.

"
100,The Beatles,How Do You Do It,"How do you do what you do to me?  
I wish I knew  
If I knew how you do it to me  
I'd do it to you  
  
How do you do what you do to me?  
I'm feeling blue  
Wish I knew how you do it to me  
But I haven't a clue  
  
You give me a feeling in my heart, ooh-la-la  
Like an arrow piercing through it  
I suppose that you think you're very smart  
But won't you tell me how do you do it?  
  
How do you do what you do to me?  
I wish I knew  
If I knew how you do it to me  
I'd do it to you  
  
You give me a feeling in my heart, ooh-la-la  
Like an arrow piercing through it  
I suppose that you think you're very smart  
But won't you tell me how do you do it?  
  
How do you do what you do to me?  
I wish I knew  
Wish I knew how you do it to me  
But I haven't a clue  
  
Wish I knew how you do it to me  
I'd do it to you  
Wish I knew how you do it to me  
I'd do it to you

"
101,The Beatles,I Am The Walrus,"I am he as you are he as you are me and we are all together.  
See how they run like pigs from a gun, see how they fly.  
I'm crying.  
  
Sitting on a cornflake, waiting for the van to come.  
Corporation tee-shirt, stupid bloody Tuesday.  
Man, you been a naughty boy, you let your face grow long.  
I am the egg man, they are the egg men.  
I am the walrus, coo coo cachoo  
  
Mister City Policeman sitting  
Pretty little policemen in a row.  
See how they fly like Lucy in the Sky, see how they run.  
I'm crying, I'm crying.  
I'm crying, I'm crying.  
  
Yellow matter custard, dripping from a dead dog's eye.  
Crabalocker fishwife, pornographic priestess,  
Boy, you been a naughty girl you let your knickers down.  
I am the eggman, they are the eggmen.  
I am the walrus, coo coo cachoo  
  
Sitting in an English garden waiting for the sun.  
If the sun don't come, you get a tan  
From standing in the English rain.  
I am the egg man, they are the egg men.  
I am the walrus, coo coo cachoo ca coo coo cachoo  
  
Expert text pert choking smokers,  
Don't you think the joker laughs at you?  
See how they smile like pigs in a sty,  
See how they snide.  
I'm crying.  
  
Semolina pilchard, climbing up the Eiffel Tower.  
Elementary penguin singing Hari Krishna.  
Man, you should have seen them kicking Edgar Allan Poe.  
I am the egg man, they are the egg men.  
I am the walrus, coo coo cachoo ca coo coo cachoo. Coo coo cachou ca coo.

"
102,The Beatles,I Call Your Name,"I call your name but you're not there  
Was I to blame for being unfair  
Oh I can't sleep at night  
Since you've been gone  
I never weep at night  
I can't go on  
  
Don't you know I can't take it  
I don't know who can  
I'm not goin' to mayayake it  
I'm not that kind of man  
  
Oh I can't sleep at night  
But just the same  
I never weep at night  
I call your name  
Aww  
  
Don't you know I can't take it  
I don't know who can  
I'm not goin' to mayayake it  
I'm not that kind of man  
  
Oh I can't sleep at night  
But just the same  
I never weep at night  
I call your name  
I call your name  
I call your name  
I call your name.

"
103,The Beatles,I Don't Want To Spoil The Party,"I don't want to spoil the party so I'll go  
I would hate my disappointment to show  
There's nothing for me here so I will disappear  
If she turns up while I'm gone please let me know  
  
I've had a drink or two and I don't care,  
There's no fun in what I do if she's not there  
I wonder what went wrong I've waited far too long  
I think I'll take a walk and look for her  
  
Though tonight she's made me sad  
I still love her  
If I find her I'll be glad  
I still love her  
  
I don't want to spoil the party so I'll go  
I would hate my disappointment to show  
There's nothing for me here so I will disappear  
If she turns up while I'm gone please let me know  
  
Though tonight she's made me sad  
I still love her  
If I find her I'll be glad  
I still love her  
  
I've had a drink or two and I don't care  
There's no fun in what I do if she's not there  
I wonder what went wrong I've waited far too long  
I think I'll take a walk and look for her

"
104,The Beatles,I Feel Fine,"Baby's good to me, you know,  
She's happy as can be, you know,  
She said so  
I'm in love with her and I feel fine  
  
Baby says she's mine, you know,  
She tells me all the time, you know,  
She said so  
I'm in love with her and I feel fine  
  
I'm so glad that she's my little girl  
She's so glad, she's telling all the world  
That here baby buys her things, you know  
He buys her diamond rings, you know,  
She said so  
She's in love with me and I feel fine  
  
Baby says she's mine, you know,  
She tells me all the time, you know,  
She said so  
I'm in love with her and I feel fine  
  
I'm so glad that she's my little girl  
She's so glad, she's telling all the world  
That her baby buys her things, you know  
He buys her diamond rings, you know,  
She said so  
She's in love with me and I feel fine  
She's in love with me and I feel fine

"
